circRNA	pig-testis-Testis-31	pig-testis-Testis-73	pig-liver-old-1	pig-liver-young-1	pig-testis-Testis-91	pig-testis-Testis-54	pig-liver-old-2	pig-testis-Testis-05	pig-testis-Testis-65	pig-testis-Testis-16	pig-liver-young-2
8:105029304-105034433:-	14	0	0	0	7	7	0	10	0	0	0
8:105286130-105357304:-	0	0	0	0	0	0	0	0	0	0	16
8:108282801-108283625:-	0	0	0	0	0	0	9	0	0	0	0
8:109135997-109157837:+	9	0	0	0	0	0	0	0	0	0	0
8:10934376-10949574:-	0	0	0	7	0	0	0	0	0	0	0
8:10942472-10949574:-	0	0	0	0	0	0	0	0	6	0	0
8:110397029-110404477:-	24	7	0	0	9	7	0	10	6	17	0
8:112278892-112294052:-	8	0	0	0	0	0	0	0	0	0	0
8:112459454-112465328:+	0	0	0	0	0	0	18	0	0	0	0
8:1125637-1148149:-	130	32	0	0	32	28	0	53	11	24	0
8:112677570-112678436:-	23	7	10	0	0	10	7	0	0	0	0
8:112677570-112681698:-	19	14	0	6	0	0	0	7	0	0	0
8:112677570-112686605:-	17	7	0	0	0	0	0	7	0	0	0
8:112685623-112686605:-	75	22	9	0	10	14	0	14	8	11	22
8:113373435-113382488:+	0	0	0	0	0	0	6	0	0	0	0
8:113379680-113382488:+	0	0	0	0	0	0	14	0	0	0	0
8:113907742-113923830:+	13	0	0	0	0	9	0	9	0	6	0
8:113916080-113917390:+	119	26	0	0	35	24	0	45	23	21	0
8:114266869-114285079:+	95	25	0	15	25	30	0	32	13	13	0
8:114275985-114285079:+	26	8	0	0	0	0	0	0	0	0	0
8:1146780-1155660:-	10	0	0	0	0	0	0	0	0	0	0
8:115461380-115463477:-	8	0	0	0	0	0	0	0	0	0	0
8:115581460-115599488:+	15	0	0	0	0	0	0	0	0	0	0
8:115581460-115618279:+	8	0	0	0	0	0	0	0	0	0	0
8:115813181-115827826:-	0	0	0	0	0	0	6	0	0	0	0
8:116010595-116022036:-	8	8	0	0	10	8	0	15	0	0	0
8:116014633-116020763:-	0	0	0	0	0	0	10	0	0	0	0
8:116014633-116022036:-	117	61	0	0	40	64	8	90	38	77	0
8:116265838-116294261:+	15	0	0	0	0	0	0	6	0	0	0
8:116265838-116315074:+	6	0	0	0	0	0	0	0	0	0	0
8:116266127-116277454:+	20	0	0	0	6	0	0	0	0	0	0
8:116266127-116285509:+	11	0	0	0	0	0	0	0	0	0	0
8:116266127-116294261:+	197	18	0	0	48	49	0	46	12	31	0
8:116266127-116315074:+	28	0	0	0	9	0	0	8	0	9	0
8:116270401-116294261:+	8	0	0	0	0	0	0	0	0	0	0
8:116270401-116315074:+	7	0	0	0	0	0	0	0	0	0	0
8:116275909-116285509:+	6	0	0	0	0	0	0	0	0	0	0
8:116275909-116294261:+	391	55	8	26	52	65	23	84	34	49	0
8:116275909-116315074:+	20	0	0	0	6	7	0	10	0	7	0
8:116285422-116315074:+	9	0	0	0	0	0	0	7	0	0	0
8:116294134-116315074:+	45	0	0	0	6	11	0	14	0	7	0
8:1169136-1185079:-	80	13	0	0	37	36	0	49	19	10	0
8:1172059-1174439:-	15	0	0	0	0	0	0	0	0	0	0
8:1172059-1185079:-	161	21	0	0	33	55	0	41	14	21	0
8:1174359-1187787:-	15	0	0	0	0	0	0	0	0	0	0
8:117917333-117919703:+	14	7	0	0	6	0	0	12	0	0	0
8:117919335-117919703:+	8	0	0	0	0	0	0	0	0	0	0
8:118079077-118082003:+	36	0	0	0	6	18	0	12	13	8	0
8:118079077-118101360:+	13	0	0	0	0	0	0	0	0	0	0
8:118101189-118102881:+	0	0	0	0	0	0	0	6	0	0	0
8:118101189-118104675:+	19	0	0	0	0	0	0	0	0	0	0
8:118102738-118124447:+	9	0	0	0	0	0	0	0	0	0	0
8:118102738-118125413:+	7	0	0	0	0	0	0	0	0	0	0
8:118114425-118125413:+	6	0	0	0	0	0	0	0	0	0	0
8:118118887-118120008:+	6	0	0	0	0	0	0	0	0	0	0
8:118118887-118124447:+	84	9	0	0	7	13	0	10	0	8	0
8:118118887-118125413:+	158	33	0	0	23	35	0	25	15	22	0
8:118427110-118428938:-	0	0	0	0	0	0	10	0	0	0	0
8:118470356-118483348:-	11	0	0	0	0	0	0	0	0	0	0
8:118634095-118644648:+	0	0	10	10	0	0	0	0	0	0	0
8:119675946-119720021:+	19	0	0	0	0	0	0	0	0	0	0
8:120885527-120900024:+	0	0	0	0	0	0	0	10	0	0	0
8:121451702-121458852:+	7	0	0	0	0	0	0	0	0	0	0
8:121948197-121975426:-	7	0	0	0	0	0	0	0	0	0	0
8:122145093-122148840:+	17	0	0	0	0	0	0	6	0	0	0
8:124560981-124562303:-	0	0	0	0	7	0	0	0	0	0	0
8:125067991-125121806:-	7	0	10	0	0	6	16	0	0	0	20
8:12766440-12771571:+	11	0	0	0	0	0	0	0	0	0	0
8:12766440-12782867:+	0	6	0	0	6	7	0	12	9	19	0
8:12777426-12789421:+	10	0	0	0	0	0	0	0	0	0	0
8:12779729-12782867:+	52	8	0	0	0	6	0	17	7	0	0
8:12862838-12920387:-	46	0	0	0	0	14	0	14	8	11	0
8:12907134-12908242:-	10	0	0	0	0	0	0	0	0	0	0
8:12907134-12920387:-	19	0	0	0	9	7	0	8	0	0	0
8:130035556-130043387:+	7	0	10	0	0	0	21	0	0	0	0
8:130035556-130066623:+	0	0	0	0	0	0	7	0	0	0	0
8:130035556-130152911:+	0	0	0	0	0	0	6	0	0	0	9
8:130035556-130192479:+	0	0	0	0	0	0	10	0	0	0	0
8:130298195-130300147:+	0	0	0	0	0	0	6	0	0	0	0
8:130413463-130416130:-	9	0	0	0	0	0	0	0	0	0	0
8:130545412-130555619:-	8	0	0	0	0	0	0	0	0	0	0
8:130554438-130562709:-	23	0	7	0	0	6	0	6	0	6	0
8:130568108-130569754:-	10	0	0	0	0	0	0	0	0	0	0
8:130569564-130578871:-	8	0	0	0	0	0	0	0	0	0	0
8:130582352-130584174:-	7	0	0	0	0	0	0	11	0	0	0
8:130582352-130588169:-	6	0	0	0	0	0	0	0	0	0	0
8:130598411-130603903:-	10	0	0	0	0	0	0	0	0	0	0
8:130602051-130603903:-	11	0	0	0	0	0	0	0	0	0	0
8:130624648-130657833:-	0	0	0	13	0	0	0	0	0	0	0
8:130648509-130657833:-	7	0	0	0	0	0	0	0	0	0	0
8:130790108-130790469:+	6	0	0	0	0	0	0	0	0	0	0
8:131012686-131016781:-	0	0	0	0	0	0	10	0	0	0	0
8:131450441-131467157:-	0	0	0	11	0	0	0	0	0	0	0
8:131458502-131467157:-	0	0	0	6	0	0	8	0	0	0	29
8:131464286-131467157:-	0	0	0	15	0	0	0	0	0	0	0
8:131520825-131528391:+	8	0	0	30	0	0	9	0	0	0	0
8:131970603-132013445:+	0	0	0	0	7	0	0	0	0	0	0
8:131970603-132016678:+	6	0	0	0	0	0	0	0	0	0	0
8:131997313-132013445:+	8	0	0	0	0	0	0	0	0	0	0
8:131997313-132016678:+	6	0	0	0	0	0	0	0	0	0	0
8:132011346-132016678:+	7	0	0	0	0	0	0	0	0	0	0
8:132069935-132074946:-	7	10	0	0	6	6	0	16	0	0	0
8:132071247-132074946:-	0	0	0	0	0	0	0	10	0	0	0
8:132081380-132086552:-	7	0	0	0	6	7	0	7	0	0	0
8:132123345-132130839:-	52	0	0	0	11	0	0	11	0	0	0
8:132123345-132145167:-	13	0	0	0	0	0	0	0	0	0	0
8:132158668-132165251:-	8	9	0	0	0	0	0	0	0	0	0
8:132709616-132735346:+	8	0	0	0	0	0	0	0	0	0	0
8:133809205-133813102:+	0	0	0	0	0	0	6	0	0	0	0
8:133838808-133841340:+	24	0	14	0	0	0	25	0	6	0	12
8:134005513-134021755:-	9	0	0	0	0	0	0	0	0	0	0
8:134920554-134932288:-	21	0	0	0	0	0	0	0	0	0	0
8:134920554-134941606:-	9	0	0	0	0	0	0	0	0	0	0
8:134925769-134941606:-	60	15	0	0	6	14	0	13	0	0	0
8:134925769-134966551:-	0	0	0	0	0	0	0	6	0	0	0
8:134925769-134977005:-	16	0	0	0	0	0	0	7	0	0	0
8:134931460-134932288:-	6	0	0	0	0	0	0	0	0	0	0
8:134941335-134977005:-	10	0	0	0	0	0	0	0	0	0	0
8:135030456-135041907:+	7	0	0	0	0	0	0	0	0	0	0
8:135030456-135047351:+	0	0	0	7	0	0	0	0	0	0	0
8:135041667-135044564:+	6	0	0	0	0	0	0	0	0	0	0
8:135284845-135291005:-	8	0	0	0	0	0	0	0	0	0	0
8:135284845-135296000:-	7	0	0	0	0	0	0	0	0	0	0
8:135295268-135296000:-	11	0	0	0	0	0	0	0	0	0	0
8:135346368-135358910:+	15	7	7	0	14	0	0	11	11	7	0
8:135411639-135413542:-	14	0	0	0	0	0	0	0	0	0	0
8:135444523-135453410:+	6	0	0	0	0	0	0	0	0	0	0
8:135456264-135456777:+	16	8	0	0	0	6	0	0	0	0	0
8:135456264-135472495:+	0	0	0	8	0	0	0	0	0	0	0
8:135465446-135470536:+	32	9	0	0	0	6	0	14	0	6	0
8:135467918-135472495:+	0	0	0	17	0	0	7	0	0	0	0
8:135780980-135786172:-	173	97	11	0	46	81	15	51	31	56	12
8:135804542-135804961:+	10	0	0	0	0	0	0	0	0	0	0
8:135884548-135892469:-	87	13	0	0	19	32	0	26	17	11	0
8:135928965-135929238:+	13	0	0	0	0	0	12	0	0	0	0
8:136020079-136020852:+	31	0	0	0	9	0	22	7	0	10	0
8:136568710-136571455:+	0	0	20	7	0	0	29	0	0	0	0
8:137747352-137749645:+	14	0	0	0	0	0	0	10	0	0	0
8:138699114-138707085:-	0	0	0	0	0	0	0	0	0	0	19
8:138729747-138744340:-	18	6	0	0	7	0	0	9	0	0	0
8:1438697-1464262:+	13	0	0	0	0	7	0	11	0	0	0
8:1438697-1472616:+	9	0	0	0	0	0	0	0	0	0	0
8:1438697-1483894:+	0	0	0	0	0	0	0	6	0	0	0
8:1464027-1472616:+	18	0	0	0	0	0	0	0	0	6	0
8:1485935-1491356:+	9	0	0	0	0	0	0	0	0	0	0
8:1499654-1508991:+	0	0	0	0	0	0	0	7	0	0	0
8:152725-153945:+	0	0	0	8	0	0	0	0	0	0	0
8:1666509-1675092:+	14	0	0	0	0	0	0	10	0	8	0
8:16681470-16691496:-	0	0	0	0	0	0	10	0	0	0	0
8:16690862-16704217:-	8	0	0	0	0	0	0	0	0	0	0
8:16700781-16718458:-	6	0	0	0	0	0	0	8	0	0	0
8:16716773-16755944:-	12	16	0	0	13	8	7	11	11	10	0
8:16726254-16755944:-	11	0	0	0	6	0	0	0	0	0	0
8:16728874-16732088:-	13	0	0	0	0	0	0	7	6	0	0
8:16728874-16755944:-	17	11	0	0	6	0	0	6	7	0	0
8:16739254-16755944:-	6	0	0	0	0	0	0	0	0	0	0
8:1674940-1684846:+	8	0	0	0	0	0	0	0	0	0	0
8:167696-171693:+	6	0	12	0	0	0	15	0	0	0	0
8:167696-181137:+	7	0	0	0	0	0	0	0	0	0	0
8:1684414-1684846:+	15	0	0	0	0	0	0	0	0	0	0
8:1684414-1688323:+	7	0	0	0	0	0	0	0	0	0	0
8:1687980-1688323:+	23	0	0	0	0	0	0	0	0	0	0
8:1748310-1762497:+	7	0	0	0	0	0	0	0	0	0	0
8:1762393-1770762:+	25	0	0	0	15	9	0	15	0	11	0
8:17865659-17867484:-	0	0	0	0	0	0	9	0	0	0	0
8:1820702-1832303:+	41	0	0	0	0	0	0	7	0	0	0
8:1820702-1838094:+	9	0	0	0	0	0	0	0	0	0	0
8:1820702-1842362:+	13	0	0	0	0	0	0	0	0	0	0
8:1852334-1858809:+	9	0	0	0	0	0	0	6	0	0	0
8:1854413-1857249:+	6	0	0	0	0	0	0	0	0	6	0
8:1861463-1862708:+	6	0	0	0	0	0	0	0	0	6	0
8:18861487-18879156:-	52	6	28	20	16	7	62	10	7	12	0
8:1888028-1889723:+	0	0	0	12	0	0	0	0	0	0	0
8:1910377-1911076:+	7	0	0	0	0	0	0	0	0	0	0
8:19105551-19130013:-	8	0	0	0	0	0	0	0	0	0	0
8:19211558-19222151:+	0	0	0	0	0	0	9	0	0	0	0
8:19331231-19337215:+	7	0	0	0	0	0	0	0	0	0	0
8:1989252-1991230:+	0	10	0	0	14	15	0	14	0	12	0
8:1989252-2007696:+	0	10	0	0	7	12	0	6	0	0	0
8:20273057-20308094:+	10	0	0	0	0	0	0	0	0	0	0
8:20273057-20362374:+	6	0	0	0	0	0	0	0	0	0	0
8:20285479-20297043:+	18	0	0	0	0	8	0	6	0	8	0
8:20285479-20308094:+	15	0	0	0	0	7	0	7	0	0	0
8:20285479-20322219:+	6	0	0	0	0	6	0	0	0	0	0
8:20285479-20362374:+	7	6	0	0	8	11	0	11	9	0	0
8:20288242-20308094:+	10	0	0	0	0	0	0	0	0	0	0
8:20318529-20357548:+	7	0	0	0	0	0	0	0	0	0	0
8:21469-30272:+	8	8	0	0	6	7	0	11	7	0	0
8:276024-280910:-	13	0	0	0	0	0	0	0	0	0	0
8:27820124-27836264:-	8	0	0	0	11	0	0	0	0	0	0
8:279182-280910:-	6	0	0	0	0	0	0	0	0	0	0
8:27943376-27944426:-	0	0	0	0	0	0	0	16	7	0	0
8:29136918-29155524:-	0	0	0	0	0	0	8	0	6	0	0
8:29141455-29155524:-	0	6	0	0	0	0	0	0	0	0	0
8:29501556-29514108:+	26	12	0	0	15	15	0	11	0	11	0
8:29506284-29514108:+	0	0	0	0	0	8	0	0	0	0	0
8:29513968-29555037:+	6	0	0	0	0	0	0	0	0	0	0
8:29513968-29561547:+	49	0	0	0	24	17	0	25	13	11	0
8:29548900-29561547:+	8	0	0	0	0	0	0	6	0	0	0
8:30396356-30407357:+	0	8	0	0	0	6	0	0	0	0	0
8:30396356-30417634:+	7	0	0	0	0	0	0	0	0	0	0
8:30489303-30490929:+	21	0	0	0	0	0	0	0	0	6	0
8:30489303-30496859:+	6	0	0	0	0	0	0	0	0	0	0
8:30507370-30525571:+	6	0	0	0	0	0	0	0	0	0	0
8:30564316-30566605:-	10	0	0	0	0	0	0	0	0	0	0
8:30613553-30621379:-	62	26	13	42	7	17	17	14	14	11	21
8:30920208-30953839:+	36	0	0	0	0	0	0	6	0	0	0
8:31017610-31019705:-	7	0	0	0	0	0	0	0	0	0	0
8:31017610-31025401:-	8	0	0	0	0	0	0	0	0	0	0
8:31024320-31025401:-	48	13	0	0	13	9	0	8	6	0	0
8:31030062-31031646:-	0	0	0	0	0	0	0	0	0	0	45
8:31031522-31041185:-	14	0	0	0	0	0	0	14	0	8	0
8:31035242-31041185:-	0	0	0	6	0	0	0	0	0	0	0
8:31043641-31064029:-	11	0	0	0	0	0	0	0	0	0	0
8:31047434-31061764:-	0	6	0	0	0	0	0	0	0	0	0
8:31054731-31064029:-	13	0	0	0	0	0	0	0	0	0	0
8:31054731-31067979:-	7	0	0	0	0	0	0	0	0	0	0
8:31058225-31064029:-	14	0	0	0	0	0	0	0	0	0	0
8:31058225-31067979:-	16	0	0	0	0	6	0	0	0	0	0
8:31058225-31073905:-	8	0	0	0	0	0	0	0	0	0	0
8:31061650-31064029:-	13	0	0	0	7	0	0	0	0	0	0
8:31061650-31083185:-	6	0	0	0	0	0	0	0	0	0	0
8:31230094-31244845:+	15	7	0	0	12	21	0	23	9	15	0
8:31230094-31247701:+	7	0	0	0	0	0	0	0	0	0	0
8:31255013-31263380:+	0	0	0	6	0	0	0	0	0	0	0
8:31260261-31271005:+	0	0	0	7	0	0	0	0	0	0	0
8:3143680-3156686:+	10	0	0	0	0	0	0	0	0	0	0
8:31853222-31854065:+	40	9	0	0	8	7	0	0	0	6	0
8:31853222-31884823:+	11	0	0	0	0	0	0	0	9	0	0
8:31853222-31900809:+	27	13	0	0	0	0	0	13	0	7	0
8:31875366-31884823:+	7	0	0	0	0	0	0	0	0	0	0
8:31879036-31884823:+	46	6	0	0	16	0	0	6	0	9	0
8:31993512-31997428:-	0	0	11	0	0	0	19	0	0	0	28
8:31993512-32030616:-	16	19	58	0	12	9	262	22	0	0	0
8:31993512-32031054:-	0	0	15	0	0	0	11	0	0	0	6
8:33075149-33075683:+	27	0	0	0	0	0	0	0	0	0	0
8:33422987-33432916:-	22	0	0	0	0	0	0	0	0	0	0
8:33422987-33437049:-	12	0	0	0	0	0	0	0	0	0	0
8:37331878-37332272:+	8	0	0	0	0	0	0	0	0	0	0
8:37441276-37445470:+	13	8	0	10	9	6	14	8	7	0	0
8:37543350-37569544:-	0	0	0	0	0	0	13	0	0	0	0
8:37564478-37569544:-	14	0	0	0	0	8	10	0	7	0	0
8:37600373-37605348:-	0	0	0	0	0	0	0	0	0	6	0
8:37615652-37626063:-	0	0	0	0	0	0	7	0	0	0	17
8:37826041-37847031:-	17	0	0	0	0	0	0	0	0	0	0
8:37832560-37847031:-	41	0	0	0	8	9	0	17	9	10	0
8:37841079-37847031:-	25	0	0	0	0	6	0	11	0	16	0
8:3800178-3801908:+	7	0	0	0	0	0	0	0	0	0	0
8:38273588-38287382:+	0	8	0	0	6	0	6	0	0	0	0
8:38286205-38287382:+	0	0	0	26	0	0	0	0	0	0	0
8:38417832-38425519:-	64	17	0	0	7	23	0	12	0	15	0
8:38419254-38425519:-	40	0	0	0	0	9	0	9	0	0	0
8:38421715-38425519:-	24	6	0	0	0	0	0	0	0	8	0
8:38425268-38425519:-	12	0	0	0	0	0	0	6	0	0	0
8:38476236-38477570:-	6	0	0	0	0	0	0	0	0	0	0
8:38476236-38478580:-	20	0	0	0	0	0	0	0	0	0	0
8:3848265-3857305:-	6	0	0	0	0	0	0	0	0	0	0
8:3848265-3867680:-	0	8	0	0	0	0	0	0	0	0	0
8:38521727-38653235:-	6	0	0	0	0	0	0	0	0	0	0
8:38531169-38531719:-	8	0	0	0	0	0	0	0	0	0	0
8:38531169-38535871:-	13	0	0	0	0	0	0	0	0	0	0
8:3860534-3867680:-	33	6	8	0	10	0	15	9	0	6	9
8:3860534-3891168:-	7	0	0	0	0	0	0	0	0	0	0
8:39008496-39032833:+	46	13	0	0	10	16	0	11	14	0	0
8:39008496-39040610:+	36	21	10	27	9	21	21	17	8	13	0
8:39018211-39040610:+	0	0	0	0	0	0	8	0	0	0	0
8:39026986-39040610:+	8	0	0	0	0	0	0	0	0	0	0
8:3918042-3918783:-	6	0	0	0	0	8	0	0	0	0	0
8:40166605-40170839:+	64	12	0	10	0	12	0	17	8	15	0
8:40166605-40171559:+	8	0	0	0	0	0	0	6	0	0	0
8:40166605-40171917:+	14	0	0	0	0	8	0	8	0	0	0
8:40166605-40198354:+	19	12	0	0	8	11	0	15	9	0	0
8:40180317-40200697:+	29	11	0	0	14	12	0	15	13	13	0
8:40180317-40215963:+	9	0	0	0	0	7	6	0	0	0	0
8:40180317-40223644:+	0	0	0	0	0	0	0	0	0	0	37
8:40186697-40200697:+	20	0	0	0	0	0	0	0	0	0	0
8:40198260-40200697:+	55	14	6	0	0	15	0	22	9	12	0
8:40198260-40215963:+	10	0	0	0	0	0	0	0	0	0	0
8:40198260-40223644:+	17	8	0	0	0	0	0	0	0	6	0
8:4155184-4164347:+	6	0	0	0	0	0	0	0	0	0	0
8:43732761-43739096:-	12	0	0	0	0	6	0	0	0	0	0
8:43826687-43857437:-	8	6	0	0	0	0	0	0	0	0	0
8:43969449-43971598:+	15	0	0	0	0	0	7	0	0	0	0
8:44713065-44715857:+	0	0	0	0	0	0	0	0	0	0	9
8:47179671-47187216:+	11	0	0	0	0	0	0	0	0	0	0
8:47635844-47645123:+	12	0	0	0	0	0	0	9	0	0	29
8:47807118-47807533:+	0	0	0	11	0	0	0	0	0	0	0
8:48111299-48159079:+	6	0	0	0	0	0	0	0	0	0	0
8:54832693-54855096:-	7	0	0	0	0	0	0	0	0	0	0
8:54838914-54855096:-	90	22	0	0	22	21	0	33	20	19	0
8:54846171-54855096:-	6	0	0	0	0	0	0	0	0	0	0
8:54930798-54944999:-	33	8	0	0	11	12	0	18	0	0	0
8:54943622-54944999:-	12	0	0	0	0	0	0	0	0	0	0
8:55194965-55202838:+	7	0	0	0	0	0	0	0	0	0	0
8:55194965-55210730:+	0	0	0	13	0	0	8	0	0	0	0
8:55194965-55211996:+	0	0	0	0	0	0	7	0	0	0	18
8:55210502-55211996:+	10	0	0	13	0	0	0	0	0	0	0
8:55255571-55261626:+	15	0	0	11	0	0	0	6	0	0	0
8:55258149-55259257:+	7	0	0	0	0	0	0	0	0	0	0
8:55258149-55261626:+	8	0	0	12	0	6	0	0	0	0	0
8:55266689-55286643:+	6	9	0	0	0	0	0	0	0	0	0
8:55297983-55298812:+	63	16	0	0	8	14	0	19	10	7	0
8:554775-560635:+	44	0	6	0	15	10	0	14	6	11	0
8:55614207-55620179:-	7	0	0	0	0	0	0	0	0	0	0
8:55614207-55622053:-	52	28	0	0	21	25	0	27	0	23	0
8:55614207-55623888:-	39	23	0	0	20	26	0	55	17	39	0
8:55619377-55620179:-	14	0	0	0	0	0	0	0	0	0	0
8:55619377-55623888:-	6	6	0	0	0	8	0	6	0	6	24
8:55619377-55642319:-	0	0	0	0	0	0	0	0	0	0	19
8:55621937-55623888:-	6	0	0	0	0	0	0	0	0	0	0
8:55633659-55642319:-	21	7	0	0	7	7	6	10	9	7	0
8:55659330-55661187:-	7	0	0	0	0	0	0	0	0	0	9
8:55659330-55662276:-	6	0	0	0	0	0	0	0	0	0	14
8:55659330-55668276:-	0	0	0	10	0	0	0	0	0	0	0
8:55733733-55746708:+	0	0	0	0	0	0	0	6	0	0	0
8:55741932-55744331:+	0	0	0	16	0	0	0	0	0	0	0
8:55767273-55770395:+	18	0	0	0	7	0	0	0	0	0	0
8:55808636-55813883:+	7	0	0	0	0	0	0	0	0	0	0
8:56252492-56253933:+	6	0	0	0	0	0	0	0	0	0	0
8:56257198-56265616:+	0	0	0	13	0	0	0	0	0	0	0
8:5983512-5999428:+	10	0	0	0	0	0	0	0	0	0	0
8:6117160-6120917:+	16	0	0	0	0	0	0	0	0	0	0
8:65267574-65283360:-	0	0	0	15	0	0	0	8	0	0	0
8:65301741-65310079:-	9	0	0	0	0	0	0	0	0	0	0
8:65392851-65397699:-	6	0	0	0	0	0	0	0	0	0	0
8:65432184-65435437:-	7	0	0	0	0	0	0	0	0	0	0
8:65437616-65445673:-	6	0	0	0	0	0	0	0	0	0	0
8:66116492-66118189:+	13	0	0	0	0	7	0	0	0	0	0
8:67550216-67551581:+	10	0	0	0	0	0	0	0	0	0	0
8:67573391-67578556:+	27	0	0	0	6	0	0	7	0	0	0
8:69275015-69279543:-	8	0	0	0	0	0	0	0	0	0	0
8:69348406-69350836:-	7	0	0	0	0	6	0	0	0	0	0
8:69374300-69374498:-	6	0	0	0	0	0	0	0	0	0	0
8:69374300-69381214:-	8	20	14	14	19	19	16	31	12	22	14
8:69379577-69381214:-	0	0	0	0	0	0	6	0	0	0	0
8:69647138-69649450:+	0	0	0	14	0	0	0	0	0	0	0
8:69647138-69654201:+	0	0	0	0	0	0	9	0	0	0	30
8:69649352-69651411:+	0	0	0	10	0	0	0	0	0	0	0
8:69649352-69652746:+	0	0	0	15	0	0	0	0	0	0	0
8:69649352-69654201:+	0	0	21	67	0	0	54	0	0	0	26
8:69649352-69655936:+	0	0	0	12	0	0	7	0	0	0	19
8:69649352-69657110:+	0	0	18	29	0	0	71	0	0	0	13
8:69651281-69654201:+	0	0	6	0	0	0	11	0	0	0	0
8:69651281-69657110:+	0	0	0	0	0	0	9	0	0	0	0
8:69658557-69660801:+	0	0	69	65	0	0	56	0	0	0	0
8:69715908-69719485:+	0	0	0	7	0	0	9	0	0	0	0
8:69715908-69723306:+	0	0	0	0	0	0	7	0	0	0	0
8:69715908-69725345:+	0	0	0	0	0	0	7	0	0	0	0
8:69715908-69727203:+	0	0	6	25	0	0	21	0	0	0	33
8:69723173-69727203:+	0	0	0	0	0	0	8	0	0	0	0
8:70193529-70194427:+	25	0	0	0	0	0	0	9	0	0	0
8:70193529-70204678:+	19	9	0	0	0	0	10	7	10	0	0
8:70193529-70206292:+	57	8	0	0	8	10	8	7	0	12	0
8:70193529-70208061:+	23	9	0	0	0	8	0	6	13	8	0
8:70193529-70224123:+	68	38	0	17	24	20	8	34	20	20	0
8:70193529-70266960:+	49	28	0	0	18	13	6	25	24	17	0
8:71167560-71170425:-	17	0	0	0	0	0	0	6	0	0	0
8:71248411-71257962:-	10	0	0	0	0	0	0	0	0	0	0
8:71285433-71290837:-	0	0	0	10	0	0	0	0	0	0	0
8:71436664-71437764:+	22	0	0	0	7	0	6	0	0	0	0
8:71623033-71633612:-	0	0	0	10	0	0	0	0	0	0	0
8:71638231-71643022:-	32	0	9	8	0	0	9	0	0	15	0
8:71759302-71765263:+	88	14	0	0	9	10	0	15	0	9	0
8:71993839-72005351:-	6	0	0	0	0	0	0	0	0	0	0
8:71993839-72055060:-	0	8	0	0	0	0	0	0	0	0	0
8:72005193-72055060:-	0	7	0	0	0	11	0	14	8	7	0
8:72036942-72055060:-	0	6	0	0	12	6	0	14	8	9	0
8:72039174-72055060:-	0	17	0	0	41	36	0	19	7	26	0
8:72069300-72074939:-	36	0	0	0	6	17	0	18	6	6	0
8:72695064-72698949:-	51	16	0	8	6	7	6	15	6	8	30
8:72695064-72709922:-	18	0	0	0	0	0	0	0	0	0	0
8:73258404-73262907:-	28	6	0	0	12	15	0	13	14	11	0
8:73409257-73412719:+	6	0	0	0	0	0	0	0	0	0	0
8:73830829-73842173:+	6	0	0	0	0	0	0	0	0	0	0
8:74367423-74370289:-	54	63	0	14	73	83	0	74	76	79	0
8:74555711-74559843:+	0	0	11	13	0	0	0	0	0	0	0
8:74559565-74561357:+	0	0	6	0	0	0	0	0	0	0	0
8:74872732-74877697:+	6	0	0	0	0	0	0	0	0	0	0
8:75526741-75527452:-	7	0	0	0	0	0	0	0	0	0	0
8:76195575-76216099:-	9	0	0	0	0	0	0	0	0	0	0
8:76195575-76222810:-	10	0	0	0	6	7	0	0	8	0	0
8:76195575-76237387:-	9	12	0	0	0	0	6	0	6	0	0
8:76374477-76374867:+	0	0	0	0	0	0	0	0	0	0	25
8:76607804-76609327:+	26	0	0	6	8	14	0	9	0	0	0
8:76607804-76680297:+	0	0	0	0	6	0	0	0	0	0	0
8:76608763-76609327:+	0	0	0	0	0	6	0	0	0	0	0
8:76608763-76680297:+	0	0	0	0	0	7	0	7	0	0	0
8:77416162-77416789:-	0	0	0	0	0	0	0	0	0	0	30
8:78065613-78080348:+	7	0	0	0	0	0	0	0	0	0	0
8:78090610-78097811:+	20	0	0	0	10	0	0	0	0	6	0
8:78090610-78232669:+	0	0	0	0	0	0	6	0	0	0	0
8:78122832-78125225:+	14	0	0	0	0	10	0	0	0	6	0
8:78122832-78199258:+	0	0	0	0	6	0	0	6	0	0	0
8:78122832-78232669:+	0	10	0	0	7	18	0	11	0	14	0
8:78122832-78381727:+	0	0	0	0	0	0	0	6	0	0	0
8:78129671-78140442:+	0	0	0	0	6	0	0	0	0	0	0
8:78129671-78165295:+	0	0	0	0	0	6	0	0	0	0	0
8:78130547-78140442:+	8	6	0	0	0	0	0	0	0	0	0
8:78139994-78140442:+	24	0	0	0	0	0	0	7	0	0	0
8:78149536-78175633:+	13	0	0	0	0	0	0	0	0	0	0
8:78149536-78199258:+	8	0	0	0	0	0	0	0	0	0	0
8:78175571-78232669:+	6	0	0	0	0	0	0	0	0	0	0
8:78199193-78381727:+	0	0	0	12	0	0	0	0	0	0	0
8:78232560-78381727:+	14	0	0	0	0	15	0	13	8	0	0
8:78282064-78381727:+	15	0	0	13	0	7	0	0	0	0	0
8:78370923-78381727:+	47	0	0	0	11	13	0	13	0	16	0
8:78378876-78381727:+	8	0	0	0	0	0	0	0	0	0	0
8:78459587-78480241:+	16	0	0	10	0	0	0	0	0	0	0
