circRNA	pig-testis-Testis-31	pig-testis-Testis-73	pig-liver-old-1	pig-liver-young-1	pig-testis-Testis-91	pig-testis-Testis-54	pig-liver-old-2	pig-testis-Testis-05	pig-testis-Testis-65	pig-testis-Testis-16	pig-liver-young-2
10:64001881-64024752:+	0	0	0	15	0	0	6	0	0	0	0
10:64024625-64041890:+	8	0	0	10	0	0	0	0	0	0	0
10:64024625-64050596:+	7	0	0	0	0	0	0	0	0	0	0
10:64899243-64902660:-	9	0	0	0	0	0	0	0	0	0	0
10:6497062-6525863:-	11	0	0	0	0	0	0	0	0	0	0
10:65174466-65179209:+	8	0	0	0	0	0	0	0	0	0	0
10:65179074-65191886:+	62	37	0	0	12	15	22	28	8	24	29
10:65237867-65246648:-	0	0	0	0	0	0	0	0	0	0	19
10:65244718-65247076:-	56	12	0	0	0	6	0	9	0	0	15
10:65246552-65247076:-	45	9	0	0	12	16	0	19	7	0	0
10:65592760-65639948:+	0	0	10	0	0	0	0	0	0	0	27
10:66907973-66915439:+	27	6	0	0	10	0	0	10	0	6	0
10:683205-687166:+	6	0	0	0	0	0	0	0	0	0	0
10:68368387-68373557:+	17	9	0	0	0	10	0	8	0	0	0
10:68491182-68499831:-	18	0	8	0	0	0	0	0	0	0	0
10:68491182-68502497:-	17	0	0	0	0	0	0	6	0	0	0
10:68491182-68507352:-	10	8	0	0	7	6	10	6	0	7	0
10:68491182-68509844:-	7	0	0	0	0	0	0	0	0	0	0
10:68491182-68518239:-	33	26	20	43	23	38	41	47	12	42	23
10:68509411-68509844:-	6	0	0	0	0	0	0	0	0	0	0
10:68509411-68518239:-	28	6	0	0	0	9	11	15	0	6	0
10:68512777-68518239:-	24	0	0	0	0	0	0	0	0	0	0
10:68562243-68562567:-	17	0	0	0	0	0	0	0	0	0	0
10:68645779-68671405:+	44	7	0	10	0	0	0	10	0	0	0
10:68645779-68688441:+	6	0	0	0	0	0	0	0	0	0	0
10:68671264-68688441:+	47	8	0	0	11	16	6	23	7	0	0
10:68684613-68688441:+	254	27	0	0	23	54	0	51	18	26	0
10:68688337-68692165:+	0	0	0	0	0	0	8	0	0	0	0
10:69070326-69085896:+	6	0	0	0	0	0	0	6	0	0	0
10:69084071-69085896:+	17	0	0	0	0	0	0	0	0	0	0
10:69084071-69101192:+	13	0	0	0	0	0	0	0	0	6	0
10:69175005-69235186:-	0	0	8	17	0	0	19	0	0	0	0
10:7882641-7915603:+	8	0	0	0	6	0	0	6	0	0	0
10:7882641-7934565:+	50	0	0	0	10	21	0	23	0	11	0
10:7882641-7971824:+	12	0	0	0	0	0	0	0	0	0	0
10:7907901-7934565:+	6	10	0	0	0	0	0	0	0	0	0
10:8089645-8091547:+	9	0	0	0	0	0	0	0	0	0	0
10:8265576-8271193:+	40	33	15	18	20	37	27	24	29	8	11
10:8361318-8386109:+	9	0	0	0	0	0	0	0	0	0	0
10:8382469-8386109:+	30	12	0	0	9	7	0	10	0	7	0
10:8950585-8978128:+	48	6	0	0	8	7	0	15	6	15	0
10:9591485-9592309:-	11	0	0	0	0	0	0	0	0	0	0
10:9612098-9614246:-	7	0	0	0	0	0	0	0	0	0	0
10:9712989-9725416:+	6	0	0	0	0	0	0	0	0	0	0
10:9780247-9786151:-	6	0	0	0	0	0	0	6	0	0	0
10:9780247-9797873:-	0	0	0	0	0	0	0	0	0	0	29
11:1004166-1009902:+	13	0	0	0	0	0	0	0	0	0	0
11:10157121-10158695:+	16	0	0	0	0	0	0	0	0	0	0
11:11156484-11161359:+	10	0	0	0	6	0	0	0	0	0	0
11:11156484-11169711:+	6	0	0	0	0	0	0	0	0	0	0
11:11156484-11181394:+	51	0	0	0	9	6	0	23	9	0	0
11:11156484-11209651:+	8	0	0	0	0	0	0	0	0	0	0
11:11160921-11171651:+	35	0	0	0	0	7	0	9	0	0	0
11:11160921-11181394:+	368	42	0	0	47	68	0	72	35	37	0
11:11160921-11209651:+	12	0	0	0	0	6	0	8	0	0	0
11:11171524-11209651:+	35	0	0	0	0	0	0	0	0	0	0
11:11178754-11209651:+	30	0	0	0	0	13	0	0	0	0	0
11:1118996-1128292:-	0	0	0	0	0	0	6	0	0	0	0
11:1118996-1141776:-	8	0	0	0	0	0	0	7	7	0	0
11:11248376-11249395:+	6	0	0	0	0	0	0	0	0	0	0
11:11248376-11255274:+	9	0	0	0	0	0	0	0	0	0	0
11:11248376-11266949:+	7	0	0	0	0	0	0	0	6	0	0
11:1125629-1128292:-	60	7	0	0	7	14	0	13	0	11	0
11:1125629-1141776:-	30	6	0	0	9	13	0	9	0	6	0
11:1125629-1163643:-	26	0	0	0	0	7	0	8	0	7	0
11:11278398-11283491:+	0	0	0	20	0	0	0	0	0	0	0
11:11294869-11300260:+	24	0	0	0	0	0	0	8	0	0	0
11:11294869-11336042:+	0	0	0	0	0	7	0	0	0	0	0
11:11313987-11328212:+	0	0	0	0	0	0	0	10	0	0	0
11:11313987-11336042:+	17	0	0	0	0	0	0	0	0	0	0
11:11325672-11336042:+	11	0	0	0	0	0	0	0	0	0	0
11:11369281-11421186:+	9	0	0	0	0	0	0	0	0	0	0
11:1141223-1141776:-	951	178	112	79	143	151	116	226	76	119	96
11:1141223-1162797:-	10	0	0	0	0	0	0	0	0	0	0
11:1141223-1163643:-	54	12	7	22	17	18	10	16	13	14	20
11:1141223-1175446:-	25	6	0	0	0	0	0	9	0	0	0
11:11593797-11613286:+	6	0	0	0	0	0	0	0	0	0	0
11:11593797-11643716:+	8	0	0	0	0	0	0	0	0	0	0
11:11699738-11704554:+	7	0	0	0	0	0	0	0	0	0	0
11:1175307-1186009:-	6	0	0	0	0	0	0	0	0	0	0
11:12232549-12245965:-	11	0	0	11	0	0	0	0	0	0	0
11:12275716-12282054:-	11	7	0	0	0	6	0	6	7	0	0
11:1231272-1238890:-	0	0	7	0	0	0	0	0	0	0	0
11:1253855-1254400:-	14	8	0	0	0	9	0	8	0	0	0
11:12803136-12812951:-	0	0	0	0	0	0	0	0	0	0	17
11:12828702-12838685:-	7	0	0	8	0	0	10	6	6	0	0
11:12842164-12854933:-	16	0	0	0	0	0	0	8	6	0	0
11:12842164-12862293:-	0	0	0	10	0	0	0	0	0	0	0
11:12843296-12858931:-	11	0	0	0	0	0	0	0	0	0	0
11:12843296-12862293:-	9	0	0	0	0	0	0	7	0	0	0
11:12851052-12862293:-	0	0	0	0	0	6	0	0	0	0	0
11:12853745-12862293:-	0	0	0	0	0	0	0	0	0	0	24
11:12854806-12862293:-	34	12	0	0	0	7	0	0	0	10	0
11:12858352-12862293:-	140	9	0	0	12	16	0	27	22	19	0
11:13246346-13262673:+	45	14	0	0	7	7	7	13	14	16	0
11:1335979-1355348:-	16	0	0	0	0	0	0	0	0	0	0
11:1335979-1364698:-	7	0	0	0	0	0	0	0	0	0	0
11:1341588-1355348:-	7	0	0	0	0	0	0	0	0	6	0
11:1341588-1364698:-	9	0	0	0	0	0	0	0	0	0	0
11:1345522-1371291:-	0	0	0	0	0	0	7	0	0	0	0
11:1345522-1376231:-	0	0	0	0	0	0	6	0	0	0	0
11:1355227-1371291:-	9	0	0	0	0	0	0	0	0	0	0
11:1355227-1376231:-	13	0	0	0	0	0	0	0	0	0	0
11:14037699-14043998:+	12	0	0	0	0	0	0	0	0	0	0
11:14037699-14056500:+	20	9	0	0	9	9	0	0	0	0	0
11:1425032-1429207:-	9	0	0	0	0	0	0	0	0	0	0
11:1429035-1463356:-	8	6	0	0	0	7	0	6	0	0	0
11:14579872-14590548:+	20	0	0	0	0	0	0	8	0	8	0
11:14579872-14592830:+	10	0	0	0	0	0	0	0	0	0	0
11:14579872-14595657:+	0	0	0	0	0	0	0	0	0	0	27
11:14592747-14603445:+	9	0	0	0	0	0	0	0	0	0	0
11:14592747-14611784:+	10	0	0	0	0	0	0	0	0	0	0
11:14592747-14622572:+	6	0	0	0	0	0	0	0	0	0	0
11:14601606-14611784:+	24	0	0	0	0	0	0	0	0	0	0
11:14608534-14623293:+	20	0	0	0	0	0	0	0	0	0	0
11:15321047-15322402:-	0	0	0	0	0	0	0	0	6	0	0
11:15777200-15783242:+	16	0	0	0	0	0	0	0	0	0	0
11:15777200-15786983:+	0	0	0	0	0	0	0	0	0	0	33
11:15779640-15783242:+	17	0	0	0	0	0	0	0	0	0	0
11:157953-172489:+	0	0	0	0	8	0	0	0	0	0	0
11:15829856-15840297:+	11	0	0	0	0	7	0	7	0	0	0
11:16094633-16102818:-	6	0	0	0	0	0	0	0	0	0	0
11:16094633-16116109:-	147	25	31	11	39	44	84	44	32	40	17
11:16094633-16144167:-	8	0	0	0	0	0	0	0	0	0	0
11:16102712-16144167:-	7	0	0	0	0	0	0	0	0	0	0
11:163648-172489:+	106	18	0	0	11	29	0	27	0	18	0
11:16624766-16625500:-	58	0	0	0	0	11	6	14	0	6	0
11:18006731-18021469:+	0	0	0	8	0	0	0	0	0	0	0
11:18168816-18176751:+	8	0	0	0	0	0	0	0	0	0	0
11:1820459-1820609:+	10	0	0	0	0	0	0	0	0	0	0
11:18256531-18265450:-	9	0	0	0	0	0	0	0	0	0	0
11:18265350-18269376:-	9	0	0	0	0	0	0	0	0	0	0
11:18280390-18290494:-	13	0	0	0	0	0	0	0	0	0	0
11:18313795-18315297:+	9	0	0	0	0	0	0	0	0	0	0
11:18313795-18361632:+	32	8	0	0	10	7	0	12	9	0	0
11:18313795-18387865:+	0	0	0	0	0	0	0	0	0	7	0
11:18350468-18355949:+	13	0	0	0	0	0	0	0	0	0	0
11:18350468-18361632:+	0	0	0	0	17	0	0	0	0	0	0
11:18592122-18604222:-	15	0	0	0	0	0	0	0	0	0	0
11:18607624-18613216:-	6	0	0	11	0	0	6	0	0	0	18
11:19200034-19204789:-	0	0	0	0	0	0	0	6	0	0	19
11:19200034-19264448:-	7	0	0	0	0	0	0	0	0	0	0
11:19250141-19256608:-	11	0	0	0	0	0	0	0	0	0	0
11:19250141-19261165:-	18	0	0	0	0	0	0	0	0	0	0
11:19250141-19264448:-	8	0	0	0	0	0	0	0	0	0	0
11:19253376-19261165:-	11	0	0	0	0	0	0	0	0	0	0
11:19253376-19264448:-	27	0	0	0	6	0	0	10	0	0	0
11:19253376-19274010:-	25	6	0	0	9	6	0	16	0	13	0
11:19256520-19274010:-	7	0	0	0	0	0	0	6	0	0	0
11:19352011-19356078:-	10	0	0	0	0	0	0	0	0	0	0
11:196115-209463:+	0	10	0	0	0	0	0	0	0	6	0
11:19629536-19630304:+	34	0	0	0	0	0	0	8	0	0	0
11:199326-202986:+	29	0	0	0	10	9	0	13	0	7	0
11:199326-209463:+	0	0	0	0	0	0	0	0	0	6	0
11:200853-209463:+	8	0	0	0	0	0	0	0	0	0	0
11:205257-210805:+	0	0	0	0	7	0	0	7	0	0	0
11:20661773-20664489:+	7	0	0	0	0	0	0	0	0	0	0
11:20710448-20719541:-	100	27	0	0	24	27	0	21	16	29	0
11:21020401-21022536:+	43	14	0	6	11	22	9	8	12	0	0
11:21020401-21028479:+	0	0	0	0	0	6	13	0	0	0	0
11:21256151-21275708:+	0	0	8	9	0	0	0	0	0	0	0
11:21258738-21275708:+	0	0	10	0	0	0	0	0	0	0	0
11:21258738-21281234:+	0	0	0	29	0	0	15	0	0	0	0
11:21263905-21281234:+	0	0	0	21	0	0	14	0	0	0	0
11:21263905-21289460:+	0	0	0	0	0	0	0	0	0	0	50
11:21327944-21342707:+	0	0	12	0	0	10	17	0	0	7	0
11:21327944-21354747:+	0	0	18	10	0	0	0	0	0	0	0
11:21342509-21354747:+	0	0	0	0	0	0	0	6	0	0	7
11:21351564-21354747:+	0	0	0	11	0	0	0	0	0	0	0
11:216074-224548:+	9	0	0	0	7	0	0	0	0	10	0
11:21778940-21793730:-	10	0	0	0	0	0	0	0	0	0	0
11:21786477-21793730:-	12	0	0	0	0	0	0	0	0	0	0
11:21789454-21805764:-	30	19	0	0	0	0	0	30	8	23	0
11:21791603-21805764:-	31	6	0	0	0	0	7	8	0	0	0
11:21795636-21805764:-	7	0	0	0	0	0	0	0	0	0	0
11:21797313-21805764:-	31	16	0	0	0	0	0	15	12	11	0
11:21804833-21808388:-	6	0	0	0	0	6	0	0	0	0	0
11:21804833-21813745:-	7	0	0	0	0	0	0	0	0	0	0
11:21807482-21808388:-	20	0	0	0	0	0	0	7	0	0	0
11:21807482-21810766:-	7	0	0	0	0	0	0	0	0	0	0
11:21856561-21857923:-	0	0	6	0	0	0	0	0	0	0	0
11:218916-224548:+	14	0	0	0	0	0	0	0	0	0	0
11:218916-242378:+	11	0	0	0	0	0	0	0	0	0	0
11:22249416-22250409:-	37	16	0	0	11	14	0	23	12	12	0
11:22249416-22255527:-	18	7	0	0	0	0	0	8	0	0	0
11:22270781-22288235:+	0	0	0	0	0	0	0	6	0	0	0
11:22271936-22288235:+	9	0	0	0	0	0	0	0	0	0	0
11:22272809-22288235:+	25	0	0	0	0	0	0	10	0	0	0
11:22284602-22288235:+	10	0	0	0	0	0	0	0	0	0	0
11:224427-242378:+	6	0	0	0	0	0	0	0	0	0	0
11:23169654-23179520:+	0	0	0	0	0	6	0	9	6	11	0
11:23169654-23180947:+	0	0	0	0	0	0	0	0	0	8	0
11:23709894-23731377:+	8	0	0	0	0	0	0	0	0	0	0
11:23731164-23755154:+	8	0	0	0	0	0	0	0	0	0	0
11:23750724-23784500:+	32	10	0	0	9	6	0	0	0	0	0
11:23784315-23826266:+	15	0	0	0	0	0	0	0	0	0	0
11:23819899-23870270:+	6	0	0	0	0	0	0	0	0	0	0
11:2406784-2409075:-	7	0	0	0	0	6	0	8	0	0	0
11:2406784-2417721:-	20	10	0	0	18	26	0	40	11	17	0
11:240978-242378:+	22	0	0	0	0	0	0	6	0	0	0
11:24725030-24739289:-	0	0	0	0	0	0	9	0	0	0	0
11:24726867-24739289:-	11	0	0	0	0	7	0	0	0	0	0
11:24729024-24739289:-	43	0	0	0	7	0	0	7	0	6	0
11:24816112-24852716:-	6	0	0	0	0	0	0	0	0	0	0
11:24828036-24847127:-	8	0	0	0	0	0	0	0	0	0	0
11:24828036-24862725:-	10	0	0	0	0	0	0	0	0	0	0
11:24850052-24852716:-	7	0	0	0	0	6	0	6	0	0	0
11:24850052-24854657:-	8	0	0	0	0	0	0	0	0	0	0
11:24854554-24858237:-	14	0	0	0	0	0	0	0	0	0	0
11:24857302-24858237:-	43	0	0	0	8	8	0	19	0	6	0
11:25081806-25122908:+	0	0	0	0	0	0	0	0	0	0	9
11:25147792-25152133:+	10	0	0	0	0	0	0	0	0	0	0
11:25196949-25240454:+	7	0	16	0	0	0	0	0	0	0	0
11:25209179-25224424:+	7	0	0	0	0	0	0	0	0	0	0
11:25273270-25281252:+	0	0	0	0	0	0	0	0	0	0	19
11:25317026-25328875:+	0	0	6	0	0	0	8	0	0	0	17
11:25317026-25339115:+	0	0	0	11	0	0	0	0	0	0	0
11:25318968-25321570:+	17	0	0	0	0	0	0	0	0	0	0
11:25318968-25343890:+	10	0	0	17	0	0	10	0	0	0	19
11:25321460-25405757:+	0	0	0	13	0	0	0	0	0	0	0
11:25400318-25415356:+	0	0	6	0	6	0	0	0	0	0	0
11:25532915-25541852:-	6	0	0	0	0	0	0	0	0	0	0
11:25541018-25541852:-	15	0	0	0	0	0	0	0	0	0	0
11:25563086-25589582:-	22	18	0	0	8	0	0	17	13	6	0
11:25570356-25587428:-	7	0	0	0	0	0	0	0	0	0	0
11:25573446-25584052:-	12	0	0	0	0	0	0	0	0	0	0
11:25578331-25587428:-	7	0	0	0	0	0	0	0	0	0	0
11:25578331-25589582:-	11	0	0	0	0	0	0	0	0	0	0
11:25583917-25587428:-	12	0	0	0	0	0	0	0	0	0	0
11:2565920-2584452:+	0	0	0	0	0	0	7	0	0	0	0
11:2565920-2595491:+	0	9	0	0	0	0	0	0	0	0	0
11:25749778-25761445:-	11	6	14	18	6	9	12	8	6	0	32
11:25749778-25768931:-	0	0	0	10	0	0	0	0	0	0	0
11:25755741-25761445:-	19	10	7	0	0	12	9	11	9	13	12
11:25937033-25941525:+	8	0	0	0	0	0	0	0	0	0	0
11:265063-265877:+	10	0	0	0	0	0	0	0	8	0	0
11:2759220-2760934:-	11	0	0	0	0	0	0	7	0	0	0
11:2759220-2763940:-	12	0	0	0	0	0	0	0	0	0	0
11:2760729-2763940:-	6	0	0	0	0	0	0	0	0	0	0
11:2848787-2851028:-	0	0	8	0	0	0	24	0	0	0	0
11:306991-320201:-	0	8	0	0	0	0	0	0	0	9	0
11:306991-323154:-	0	13	0	0	14	30	0	30	11	22	0
11:306991-327927:-	0	0	0	0	0	0	0	0	0	7	0
11:314103-318377:-	0	8	0	0	0	0	0	0	0	0	0
11:316515-318377:-	0	0	0	0	0	0	0	0	0	6	0
11:3193838-3199769:-	22	0	0	0	0	0	0	0	0	0	0
11:3193838-3208876:-	34	18	0	0	10	13	0	20	11	15	0
11:3208398-3208876:-	117	17	12	0	21	28	34	33	15	28	17
11:3230471-3237568:+	56	10	0	0	10	15	0	10	0	7	7
11:3234447-3235333:+	0	0	6	9	0	0	17	0	0	0	0
11:3234447-3237568:+	16	0	0	0	0	0	0	6	0	6	0
11:3234447-3243219:+	0	0	0	16	0	0	0	0	0	0	0
11:3234447-3249024:+	0	0	0	14	0	0	0	0	0	0	0
11:32692662-32758492:-	44	13	0	0	0	12	0	10	0	0	0
11:32709362-32758492:-	21	8	0	0	9	0	0	8	0	8	0
11:32746345-32758492:-	131	14	0	0	13	14	0	18	0	20	0
11:32819626-32850274:-	6	0	0	0	0	0	0	0	0	0	0
11:32841223-32850274:-	35	0	0	0	7	9	0	8	0	13	0
11:33391960-33392814:+	0	0	0	8	0	0	0	0	0	0	0
11:3579109-3583217:+	59	21	0	0	23	14	0	16	21	10	0
11:3661280-3664233:+	9	0	0	0	0	0	0	0	0	0	0
11:3661280-3749738:+	7	0	0	0	0	0	0	0	0	0	0
11:376041-380465:+	17	0	0	8	0	0	29	12	0	0	8
11:382361-396288:+	0	0	0	13	0	0	23	0	0	0	0
11:3894067-3912686:-	0	0	0	0	0	0	0	6	0	0	0
11:389543-396288:+	17	0	0	0	0	0	6	0	0	0	0
11:3912547-3922491:-	6	0	0	0	0	0	0	0	0	0	0
11:3953584-3960189:-	13	0	0	0	0	0	0	0	0	0	0
11:3953584-3968427:-	7	0	0	9	0	0	0	0	0	0	0
11:3953584-3984898:-	6	0	0	0	0	0	0	0	0	0	0
11:3959345-3960189:-	11	0	0	0	0	0	0	0	0	0	0
11:3959345-3968427:-	17	0	0	0	0	0	0	0	0	0	0
11:3959345-3984898:-	9	0	0	0	0	0	0	0	0	0	0
11:3968357-3979031:-	6	0	0	0	0	0	0	0	0	0	0
11:3973944-3984898:-	6	0	0	0	0	0	0	0	0	0	0
11:4104217-4118265:+	34	11	0	16	0	0	0	6	0	0	31
11:4104217-4143040:+	70	0	0	0	13	11	0	0	0	11	0
11:4114332-4143040:+	31	0	0	0	0	7	0	0	0	0	0
11:4118124-4143040:+	23	0	0	0	0	0	0	0	7	0	0
11:4118124-4153663:+	9	0	0	0	0	0	0	0	0	0	0
11:4140484-4143040:+	29	0	0	0	0	6	0	6	0	0	0
11:4150277-4158317:+	7	0	0	0	0	0	0	0	0	0	0
11:4338230-4345913:+	62	24	108	81	19	19	180	35	20	18	114
11:45034286-45035369:+	38	0	0	0	8	0	0	10	9	0	0
11:45138689-45139241:+	10	0	0	0	0	0	0	0	0	0	0
11:45138689-45141024:+	10	0	0	0	0	0	0	0	0	0	0
11:45216303-45235278:+	10	0	0	0	0	0	0	0	0	0	0
11:45216303-45246755:+	11	0	0	0	0	0	0	0	0	6	0
11:45222331-45246755:+	15	0	0	0	0	0	0	0	0	0	32
11:45275923-45312443:+	12	0	0	0	0	0	0	0	0	0	0
11:458634-468238:+	0	0	0	30	0	0	0	0	0	0	0
11:46155133-46155680:-	0	0	0	0	0	0	8	0	0	0	0
11:4620687-4630378:-	33	6	0	0	8	9	0	9	0	0	0
11:4620687-4652306:-	21	0	0	0	17	0	0	14	0	18	0
11:4627964-4652306:-	7	0	0	0	0	0	0	0	0	0	0
11:47845079-47851849:+	40	8	0	0	9	12	0	16	0	15	0
11:47849407-47884140:+	11	0	0	0	0	0	0	0	0	0	0
11:47986820-48029962:+	63	11	0	0	14	22	0	19	9	10	0
11:47986820-48072357:+	11	0	0	0	0	0	0	0	0	0	0
11:47986820-48097079:+	0	0	0	0	0	6	0	10	0	6	0
11:48089174-48097079:+	0	0	7	0	0	0	0	0	0	0	0
11:482558-562934:-	0	0	0	0	0	0	0	8	0	0	0
11:49141096-49145731:-	13	0	0	0	0	0	0	9	0	0	0
11:49184576-49188426:-	18	0	0	0	0	0	0	8	0	0	0
11:49203467-49210487:-	8	0	0	0	0	0	0	0	0	0	0
11:49212627-49216889:-	0	0	0	0	0	0	0	0	0	0	20
11:49216719-49220275:-	0	0	0	11	0	0	6	0	0	0	0
11:49242750-49250759:-	12	0	0	0	0	0	0	0	0	0	0
11:49245621-49250759:-	9	0	0	0	0	8	0	6	0	0	0
11:49250534-49253425:-	47	0	6	0	7	12	0	0	0	8	0
11:49262111-49263275:-	14	0	0	0	0	0	0	0	0	0	0
11:49307681-49309007:-	21	0	0	0	8	6	7	8	0	6	0
11:49328984-49353419:-	0	0	0	6	0	0	0	0	0	0	0
11:49336608-49353419:-	9	0	0	0	0	0	6	0	0	0	0
11:49379794-49380340:-	14	0	0	0	6	0	0	0	7	0	0
11:4964405-4970005:-	9	0	7	0	0	0	0	0	0	0	0
11:50078607-50082898:-	0	0	0	6	0	0	0	0	0	0	0
11:50762619-50773425:-	32	23	9	12	22	20	22	21	14	20	38
11:51362513-51375641:-	8	0	0	0	0	0	0	0	0	0	0
11:51388869-51390018:-	0	0	0	22	0	0	0	0	0	0	0
11:51388869-51394378:-	0	0	0	0	7	0	0	0	0	0	0
11:51531488-51531654:+	19	0	0	8	0	8	0	0	0	0	0
11:51531488-51534900:+	32	12	12	18	11	14	26	9	8	0	16
11:51531488-51540684:+	46	25	32	60	10	12	48	17	15	8	256
11:51531488-51547197:+	16	0	0	0	0	6	0	0	7	0	15
11:51531488-51551593:+	18	0	7	0	0	0	0	0	0	0	0
11:51540590-51551593:+	22	0	0	0	13	6	0	0	0	17	0
11:51540590-51554792:+	0	0	0	0	0	0	0	0	6	0	0
11:534134-562934:-	36	35	21	29	16	26	43	36	16	18	0
11:543479-555980:-	18	8	0	0	8	0	0	6	7	6	0
11:543479-562934:-	155	48	32	21	36	49	59	66	43	64	53
11:5503064-5507316:+	325	100	8	10	80	91	41	115	83	67	0
11:5503064-5524214:+	57	26	11	0	18	11	8	19	14	14	9
11:5503064-5546751:+	69	27	0	0	23	19	10	24	19	19	0
11:552301-555980:-	28	0	0	0	0	0	10	11	0	6	0
11:552301-562934:-	111	34	44	14	41	36	93	43	21	40	27
11:5524052-5581004:+	17	8	0	0	9	12	0	9	8	6	0
11:555884-562934:-	26	0	0	0	0	0	0	0	0	0	0
11:5577246-5581004:+	6	0	0	0	0	0	0	12	0	0	0
11:5577246-5588249:+	13	0	0	0	0	0	0	0	0	0	0
11:5587550-5593953:+	6	0	0	0	0	0	0	0	0	0	0
11:5587550-5602241:+	0	7	0	0	0	10	0	13	0	10	0
11:562632-562934:-	12	0	0	0	0	0	0	0	0	0	0
11:5766387-5767129:-	20	8	9	0	0	8	9	6	0	0	0
11:583671-587892:-	6	0	0	0	0	0	0	0	0	0	0
11:583671-604571:-	7	0	0	0	6	0	0	0	0	0	0
11:5932304-5933681:-	26	6	0	0	0	0	0	10	7	0	0
11:5932314-5933681:-	14	0	0	0	0	0	0	0	0	0	0
11:603752-604571:-	138	37	13	19	31	39	21	52	12	25	0
11:64100225-64117242:-	9	0	0	0	0	0	0	0	0	0	0
11:64100225-64133950:-	6	0	0	0	0	0	0	6	0	0	0
11:64100225-64138070:-	0	0	0	0	0	0	9	10	0	0	0
11:64111449-64138070:-	0	0	0	0	6	0	0	0	0	0	0
11:64133758-64138070:-	6	0	0	0	0	0	0	0	0	0	0
11:64203941-64212307:-	6	0	0	0	0	0	0	7	0	0	0
11:64203941-64221188:-	9	0	0	0	0	0	0	0	0	0	0
11:64261141-64267916:-	10	0	0	0	0	0	10	0	0	0	0
11:65281606-65286894:+	0	0	0	0	0	6	0	0	0	0	0
11:65315579-65329042:-	14	6	0	0	0	0	0	6	0	0	0
11:65315579-65332141:-	6	0	0	0	0	0	0	0	0	0	0
11:65320233-65329042:-	6	0	0	0	0	0	0	0	0	0	0
11:65335913-65351482:-	15	0	0	0	0	0	0	7	0	0	0
11:65343102-65351482:-	22	0	0	0	0	0	0	0	0	0	0
11:65350898-65362520:-	6	0	0	0	0	0	0	0	0	0	0
11:65359973-65375023:-	17	6	0	0	0	0	0	0	0	0	0
11:65368100-65384151:-	7	0	0	0	0	0	0	0	0	0	0
11:65396278-65415710:-	20	0	0	0	0	0	0	13	0	0	0
11:65402575-65422700:-	8	0	0	0	0	0	0	0	0	0	0
11:65415559-65433739:-	6	0	0	0	0	0	0	0	0	0	0
11:65422608-65433739:-	6	0	0	0	0	0	0	0	0	0	0
11:65433639-65461257:-	8	0	0	0	0	0	0	0	0	0	0
11:65444992-65466992:-	0	0	0	0	27	0	0	0	0	0	0
11:6556533-6560872:-	42	11	0	0	8	7	0	16	7	8	0
11:6556533-6589136:-	6	0	0	0	0	0	0	8	0	0	0
11:662513-726395:+	0	0	0	0	0	8	0	14	0	6	0
11:66535743-66536519:+	22	0	6	12	20	10	20	8	7	11	12
11:67045209-67047989:+	6	0	0	0	0	0	0	0	0	0	0
11:67216828-67217022:+	0	0	0	0	0	0	0	0	0	0	13
11:67409532-67411878:+	0	0	8	67	0	0	17	0	0	0	0
11:67409532-67431103:+	0	0	0	0	0	0	6	0	0	0	0
11:675688-676545:+	6	6	0	0	0	0	0	8	0	0	0
11:675688-683082:+	0	6	0	13	7	0	0	0	0	0	0
11:675688-686516:+	0	0	0	8	0	0	0	0	0	0	10
11:67767429-67777056:-	14	0	0	0	0	0	0	0	0	0	0
11:67767429-67782441:-	13	6	0	0	0	0	0	17	6	0	0
11:67895180-67898460:-	6	0	0	0	0	0	0	0	0	0	0
11:68173039-68181097:+	58	14	0	0	8	0	0	23	0	0	0
11:68431678-68436457:+	9	0	0	0	0	0	0	0	0	0	0
11:68431678-68441977:+	0	0	0	41	0	0	0	0	0	0	0
11:68450304-68454998:+	0	0	0	0	0	0	0	7	0	0	0
11:68450304-68463198:+	7	0	0	0	0	0	0	0	0	0	0
11:68458897-68463198:+	31	0	0	0	0	6	0	7	8	0	0
11:685276-686516:+	15	0	0	0	0	0	0	0	0	0	0
11:69067103-69075317:+	7	0	0	0	0	0	0	0	0	0	0
11:69067103-69080842:+	31	0	0	30	0	6	8	11	0	0	0
11:69067103-69131726:+	0	0	0	15	0	0	0	0	0	0	0
11:69097871-69105996:+	11	0	0	0	0	0	0	0	0	0	0
11:69097871-69131726:+	25	6	0	0	0	0	11	0	0	0	0
11:69097871-69204455:+	0	0	0	12	0	0	0	0	0	0	0
11:69099359-69131726:+	14	0	0	0	0	0	0	0	0	0	0
11:69103630-69131726:+	14	0	0	0	0	0	0	6	0	6	0
11:69105920-69160671:+	6	0	0	0	0	0	0	0	0	0	0
11:69121333-69204455:+	0	0	0	11	0	0	0	0	0	0	0
11:69425724-69437037:-	11	0	0	0	0	0	0	0	0	0	0
11:69792526-69794145:-	26	19	0	0	6	0	0	25	6	12	0
11:7016915-7025772:-	16	0	0	0	0	0	0	0	0	0	0
11:710153-714610:+	0	0	0	0	6	0	0	0	0	0	0
11:71125628-71135931:+	6	0	0	0	0	0	0	0	0	0	0
11:71158812-71161675:+	6	0	0	0	0	0	7	0	0	0	0
11:712675-714610:+	0	0	0	8	0	0	0	0	0	0	0
