circRNA	cow-liver-K024	cow-testis-adult-1	cow-liver-K001	pig-testis-Testis-31	pig-testis-Testis-73	cow-testis-adult-2	pig-liver-old-1	pig-liver-young-1	pig-testis-Testis-91	cow-liver-B005	pig-testis-Testis-54	cow-testis-neonat-2	cow-testis-neonat-1	cow-liver-K018	cow-liver-B028	cow-testis-neonat-3	pig-liver-old-2	cow-testis-adult-3	pig-testis-Testis-05	pig-testis-Testis-65	cow-liver-K006	cow-liver-K011	cow-liver-B008	pig-testis-Testis-16	cow-liver-B022	cow-liver-K013	cow-liver-B004	pig-liver-young-2	cow-liver-B027
5:85285641-85287681:-	0	0	0	108	19	0	0	0	12	0	11	0	0	0	0	0	0	0	24	9	0	0	0	9	0	0	0	0	0
5:86144042-86211231:-	0	0	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	9	0	0	0	0	0
5:86367808-86384898:+	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0	7	0	10	0	10	0	7
5:87273942-87276568:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:87494887-87497312:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:87553021-87554273:-	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
5:87553021-87557350:-	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:87602886-87606146:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:87896928-87898786:-	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
5:87896928-87899774:-	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:87898604-87899774:-	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:88040452-88064420:-	0	0	0	28	25	0	0	0	17	0	20	0	0	0	0	0	0	0	23	12	0	0	0	6	0	0	0	33	0
5:88046399-88046593:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:88056781-88064420:-	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
5:88162130-88162587:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:88177383-88182006:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:88211723-88212454:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:88211723-88213542:+	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:88211723-88215871:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
5:88253162-88273584:+	0	0	0	243	65	0	0	11	79	0	113	0	0	0	0	0	25	0	125	56	0	0	0	81	0	0	0	14	0
5:88613861-88623492:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8
5:88634698-88653927:+	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:88651069-88653927:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0
5:88652398-88653927:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
5:88667589-88671004:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:88732100-88734274:-	0	0	0	0	0	0	0	0	0	0	0	7	10	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0
5:8880237-8894635:+	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:88818944-88819220:+	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:88859286-88861412:+	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
5:88862797-88865089:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
5:88906810-88923073:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
5:8891184-8894635:+	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:88918444-88932096:-	6	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	8	0	0	0	0	0	8	0	9
5:89019338-89036361:-	0	0	0	13	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
5:89187655-89199723:-	0	0	0	0	0	0	0	0	0	0	0	16	28	8	0	15	0	0	0	0	0	0	0	0	0	0	6	0	0
5:8925250-8926054:+	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
5:89644927-89656169:-	0	0	0	63	15	0	0	0	9	0	20	0	0	0	0	0	0	0	21	12	0	0	0	21	0	0	0	0	0
5:90180443-90207513:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
5:90201146-90207513:+	0	0	0	9	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:90201146-90213304:+	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	15	0	11	0	0	0	0	0	0	0	0	0	0
5:90201146-90243590:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:90213154-90225208:+	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0
5:90473137-90500107:-	0	0	0	0	0	0	0	0	0	0	0	18	24	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
5:90473137-90507724:-	0	0	0	0	0	0	0	0	0	0	0	9	14	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
5:90480571-90500107:-	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:90480571-90507724:-	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:90483391-90507724:-	10	6	0	0	0	0	0	0	0	0	0	8	11	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
5:90672799-90683405:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9
5:90676973-90677523:-	0	0	0	0	0	0	0	0	0	0	0	12	29	8	7	13	0	0	0	0	6	10	6	0	0	0	0	0	11
5:91363429-91365092:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:91363429-91383222:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:93153129-93158684:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:93153129-93179585:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
5:93178650-93187362:+	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:9338954-9378424:-	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
5:9350017-9373508:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
5:9350017-9378424:-	0	0	0	0	0	7	0	0	0	0	0	0	11	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0
5:9370456-9386288:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:9371987-9378424:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
5:9373536-9395329:+	0	0	0	30	7	0	0	0	0	0	6	0	0	0	0	0	0	0	23	13	0	0	0	6	0	0	0	0	0
5:93944239-93966357:-	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:94268277-94284595:+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:94276304-94288045:+	0	0	6	0	0	0	0	0	0	8	0	7	8	8	7	7	0	0	0	0	8	14	9	0	6	12	9	0	13
5:94313826-94354951:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:9433057-9434932:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:94337444-94347017:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:9434785-9437214:+	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
5:9434785-9443147:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:94468981-94470304:+	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:94479158-94482115:-	0	0	0	63	15	0	8	9	8	0	0	0	0	0	0	0	7	0	6	7	0	0	0	10	0	0	0	0	0
5:94490180-94495936:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
5:94795689-94797950:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
5:94797511-94797950:+	11	0	0	0	0	0	0	0	0	7	0	46	32	7	0	44	0	6	0	0	0	0	8	0	10	8	7	0	8
5:9490199-9491469:+	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:9490199-9494173:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:9493240-9494173:+	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
5:9494755-9495051:+	0	0	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:95376719-95387182:-	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:95393321-95396813:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8
5:95405484-95415869:-	6	0	6	0	0	0	0	0	0	6	0	0	0	0	13	0	0	0	0	0	0	0	0	0	6	0	0	0	0
5:95412760-95415869:-	10	6	6	0	0	14	0	0	0	0	0	15	18	11	12	8	0	10	0	0	0	0	0	0	0	8	7	0	10
5:95412760-95425519:-	0	8	0	0	0	14	0	0	0	0	0	19	18	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
5:96798319-96798688:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
5:96805580-96807477:-	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
5:96820580-96928312:-	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:96820580-96938816:-	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:96874817-96884397:-	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:96874817-96898821:-	0	0	0	13	10	0	0	0	8	0	13	0	0	0	0	0	0	0	9	0	0	0	0	8	0	0	0	0	0
5:96896872-96899822:+	12	9	9	0	0	0	0	0	0	22	0	48	37	16	35	36	0	7	0	0	11	31	20	0	29	32	21	0	28
5:96898701-96909987:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:96928218-96938816:-	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:96937958-96938816:-	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:96961431-96971594:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
5:97179159-97180920:-	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
5:97282681-97284537:+	21	0	15	0	0	0	0	0	0	7	0	0	7	21	18	10	0	0	0	0	8	22	12	0	8	8	16	0	8
5:97282681-97304725:+	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
5:9756302-9758932:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
5:97607381-97631464:+	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:97624872-97631464:+	21	0	16	0	0	7	0	0	0	22	0	42	76	15	49	63	0	6	0	0	17	32	15	0	18	21	37	0	31
5:97652047-97660067:+	0	10	0	0	0	9	0	0	0	6	0	6	20	0	0	19	0	8	0	0	0	0	0	0	0	0	6	0	7
5:97730900-97742204:-	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:98808699-98831312:-	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:98922946-98923517:-	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:99324925-99335687:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
5:99743288-99748146:-	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:9975419-9980383:-	0	0	0	8	0	0	0	13	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
6:100436733-100438218:+	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:100556006-100604214:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:101583082-101616047:+	0	0	0	0	0	0	0	0	0	0	0	7	19	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
6:101605147-101616047:+	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:101698548-101702686:+	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
6:101708979-101710902:+	0	20	0	0	0	10	0	0	0	0	0	22	18	0	0	25	0	22	0	0	0	0	0	0	0	0	0	0	0
6:101708979-101712364:+	0	22	0	0	0	7	0	0	0	0	0	30	33	0	0	41	0	15	0	0	0	0	0	0	0	0	0	0	0
6:102070206-102093416:-	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	8	0	8	0	0	0	0	0	0	0	0	0	0	0
6:102084398-102086301:-	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:102084398-102093416:-	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	11	0	0	0	0	0	0	6	0	0	8	0	0	0
6:102199928-102203538:-	7	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
6:102199928-102208750:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7
6:102233745-102233862:-	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:102233745-102258492:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	6	0	0	7	0	0	9
6:102233745-102261411:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	7
6:102252038-102261411:-	13	0	6	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	11	7	0	0	9	6	7	0	0
6:102339130-102349813:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
6:103448063-103458434:-	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:103484604-103485947:+	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
6:103511675-103514896:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:103536246-103552526:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:103543942-103552526:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:103571939-103578600:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
6:103708541-103711424:+	0	0	0	28	6	0	0	0	10	0	12	0	0	0	0	0	9	0	8	0	0	0	0	7	0	0	0	0	0
6:103857534-103859716:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:103868046-103870814:-	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:103870688-103879369:-	0	0	0	22	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
6:103870688-103880556:-	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:103880407-103922032:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:103898017-103901824:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:103898017-103929043:-	0	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	8	0	10	0	0	0	0	7	0	0	0	0	0
6:103901546-103929043:-	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
6:103910116-103911289:-	0	0	0	65	12	0	0	0	16	0	9	0	0	0	0	0	0	0	24	9	0	0	0	0	0	0	0	0	0
6:103910116-103919006:-	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:103910116-103929043:-	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:103918338-103919006:-	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:103942063-103951953:-	0	0	0	110	20	0	0	0	11	0	19	0	0	0	0	0	0	0	17	6	0	0	0	12	0	0	0	0	0
6:103950716-103951953:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:104021077-104026882:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
6:104058130-104060069:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
6:104058130-104065876:+	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:1051421-1053024:-	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
6:1051421-1056649:-	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:1051421-1057079:-	0	0	0	25	35	0	47	0	28	0	32	0	0	0	0	0	74	0	25	15	0	0	0	32	0	0	0	15	0
6:1051421-1066371:-	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	7	0	0	0	0	0
6:105180102-105212332:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
6:10520914-10522140:+	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:105568058-105588590:+	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:1055799-1057079:-	0	0	0	33	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
6:1055799-1066371:-	0	0	0	38	9	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	6	0	0	0	11	0
6:106043166-106050100:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106044876-106058459:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106119136-106120074:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106235834-106238165:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106235834-106250481:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106235834-106253745:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106250389-106253745:-	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106253146-106256608:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106256432-106258907:-	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106551427-106575060:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106566591-106593940:+	0	0	0	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
6:106683605-106685941:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
6:106705738-106730488:-	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106705738-106737020:-	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
6:106710154-106734016:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106714257-106734016:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106714257-106737020:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106730356-106737020:-	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106730356-106771048:-	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106733901-106752875:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
6:106750397-106771048:-	0	0	0	0	12	0	6	0	13	0	18	0	0	0	0	0	0	0	23	0	0	0	0	8	0	0	0	0	0
6:106856649-106864366:-	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106858525-106905243:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
6:106936501-106939430:+	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106936501-106954430:+	0	0	0	59	28	0	0	0	11	0	22	0	0	0	0	0	0	0	24	7	0	0	0	21	0	0	0	0	0
6:106936501-106958839:+	0	0	0	30	12	0	8	0	0	0	10	0	0	0	0	0	10	0	20	10	0	0	0	11	0	0	0	0	0
6:106936501-106969528:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106936501-106978180:+	0	0	0	46	37	0	0	0	25	0	50	0	0	0	0	0	0	0	23	38	0	0	0	28	0	0	0	30	0
6:106936501-106994788:+	0	0	0	22	22	0	0	0	11	0	11	0	0	0	0	0	11	0	18	17	0	0	0	12	0	0	0	18	0
6:106939300-106954430:+	0	0	0	27	6	0	0	0	14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	14	0
6:106939300-106978180:+	0	0	0	14	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0
6:106947815-106954430:+	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:106951358-106954430:+	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:10757812-10780973:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:108355194-108357319:+	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6:108377885-108388575:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
6:108610385-108692821:-	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
6:108673878-108692821:-	63	38	31	0	0	33	0	0	0	25	0	476	657	56	33	344	0	56	0	0	41	33	21	0	37	37	38	0	27
6:108907777-108920549:+	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
