circRNA	cow-liver-K024	cow-testis-adult-1	cow-liver-K001	cow-testis-adult-2	cow-liver-B005	cow-testis-neonat-2	cow-testis-neonat-1	cow-liver-K018	cow-liver-B028	cow-testis-neonat-3	cow-testis-adult-3	cow-liver-K006	cow-liver-K011	cow-liver-B008	cow-liver-B022	cow-liver-K013	cow-liver-B004	cow-liver-B027
28:10162957-10166273:+	0	6	0	0	0	0	11	0	0	6	0	0	0	0	0	0	0	0
28:10162957-10172626:+	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
28:10162957-10185264:+	0	0	0	0	0	6	0	0	0	13	0	0	0	0	0	0	0	0
28:10200350-10204214:+	0	0	0	0	0	0	10	0	0	7	0	0	0	0	0	0	0	0
28:10424522-10445010:+	0	0	0	0	0	0	10	0	0	7	0	0	0	0	0	0	0	0
28:13143500-13144002:+	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
28:13501707-13502809:+	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
28:14286165-14300660:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
28:14286168-14290084:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
28:1436731-1439371:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
28:1445712-1448974:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
28:14888550-14907329:-	0	0	0	0	0	7	0	0	0	11	0	0	0	0	0	0	0	0
28:14898102-14899823:-	0	0	0	0	0	11	0	0	0	14	0	0	0	0	0	0	0	0
28:14925178-14961602:-	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
28:15781789-15784910:-	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
28:15781789-15790318:-	41	6	32	11	23	10	16	19	43	9	0	19	36	42	26	18	23	32
28:15781789-15813286:-	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6
28:1579612-1581928:+	0	7	0	0	0	7	10	0	0	6	18	0	0	0	0	0	0	0
28:15929218-15947897:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28:18064543-18082367:+	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
28:19326126-19327787:-	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0
28:19340008-19355000:-	0	0	0	10	0	14	9	0	0	11	8	0	0	0	0	0	0	0
28:19498410-19498575:-	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
28:24265529-24283548:-	0	0	0	0	0	0	0	0	9	0	0	0	6	7	16	6	10	16
28:24442158-24458383:-	0	0	0	7	0	7	10	0	0	0	0	0	0	0	0	0	0	0
28:24449595-24458383:-	7	6	0	0	0	13	11	0	0	15	0	0	0	0	0	0	0	0
28:24475475-24499017:-	0	7	0	11	0	0	10	0	0	0	11	0	0	0	0	0	0	0
28:24475475-24532463:-	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0
28:24498856-24532463:-	0	28	10	28	13	44	90	9	16	63	33	8	7	7	12	11	13	9
28:24511717-24532463:-	20	33	17	39	25	134	186	25	34	122	28	25	24	13	24	30	31	35
28:24784897-24790341:-	0	0	0	0	0	0	6	0	0	7	6	0	0	0	0	0	0	0
28:24863939-24868760:-	0	0	0	0	0	7	14	0	0	9	0	0	0	0	0	0	0	0
28:25058029-25075045:+	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
28:25066855-25067417:+	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
28:25187482-25188487:+	0	9	0	28	6	19	33	0	0	20	17	0	6	9	0	9	0	0
28:26419281-26425211:-	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
28:28207956-28242745:-	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
28:28212612-28242745:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
28:28212612-28285670:-	0	9	0	0	0	27	27	0	0	25	0	0	0	0	0	0	0	0
28:28274999-28285670:-	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0
28:28429796-28528928:-	0	8	0	19	0	10	0	0	0	10	17	0	0	0	0	0	0	0
28:29106057-29111275:-	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
28:29134787-29141823:-	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
28:29138324-29141823:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28:29442172-29459062:-	0	0	0	0	0	9	8	0	0	7	7	0	0	0	0	0	0	0
28:29535099-29538572:-	0	0	0	0	0	0	13	0	0	18	0	0	0	0	0	0	0	0
28:30002953-30004100:-	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
28:30279114-30282845:+	0	0	0	0	0	6	6	9	7	0	7	0	0	6	8	0	0	13
28:30279114-30463115:+	6	0	12	0	0	0	0	0	9	0	0	0	7	7	8	0	7	11
28:30389715-30463115:+	15	0	11	12	0	0	6	11	0	0	0	11	12	7	16	0	9	0
28:33577585-33579905:-	6	0	7	0	6	7	21	0	7	11	0	0	0	0	6	7	8	6
28:33693242-33701712:-	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
28:3636390-3650748:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
28:3689423-3696521:-	32	0	18	0	21	6	0	18	33	7	0	7	32	15	17	14	27	22
28:39121945-39125333:+	0	0	0	0	0	0	7	0	0	16	0	0	0	0	0	0	0	0
28:39309318-39312080:+	0	0	0	24	0	12	12	0	6	19	15	0	0	0	0	0	0	0
28:39309318-39346632:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28:39346469-39396819:+	0	0	0	10	0	8	15	0	0	18	0	0	0	0	0	0	0	0
28:39358974-39396819:+	7	0	0	6	0	25	17	0	9	37	14	0	0	0	8	0	0	0
28:39376244-39396819:+	0	8	0	0	0	13	21	0	0	30	8	0	0	0	0	0	0	0
28:41211231-41214355:-	9	14	8	48	0	15	32	11	0	17	46	8	10	0	7	0	6	0
28:41525748-41537186:+	0	0	0	0	0	7	0	0	9	8	0	0	6	0	0	0	0	6
28:41619426-41621808:-	10	0	9	0	6	0	0	7	0	0	0	0	0	0	0	8	7	0
28:41627893-41635180:-	21	0	7	0	8	0	7	23	26	0	0	10	13	8	11	13	19	9
28:41727597-41731679:+	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
28:42778074-42787997:+	65	9	26	11	32	70	81	36	40	55	6	37	51	27	47	49	28	30
28:42784525-42787997:+	50	39	20	40	28	201	100	28	51	160	55	10	17	44	30	32	25	30
28:43661786-43673218:-	0	0	0	0	0	0	10	0	0	8	0	0	0	0	0	0	0	0
28:43935896-43968265:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
28:44007769-44010445:-	0	8	0	0	0	11	9	0	0	8	11	0	0	0	7	7	0	0
28:44148082-44151536:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
28:44166839-44167140:+	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
28:45790369-45799936:-	6	0	9	0	8	9	8	14	6	21	0	7	13	0	11	7	0	15
28:4599585-4618548:+	0	0	0	0	0	26	26	0	0	18	0	0	0	6	6	0	0	0
28:4649279-4665933:+	0	0	0	0	0	22	41	0	0	30	7	0	0	0	6	0	0	0
28:5839013-5839886:+	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0
28:6219554-6229550:+	0	22	0	11	0	143	174	0	0	144	14	0	0	0	0	0	0	0
28:6219554-6241561:+	0	0	0	0	0	12	26	0	0	18	0	0	0	0	0	0	0	0
28:6228207-6241561:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
28:7889555-7891789:-	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
28:7970831-7975594:-	0	6	0	9	0	9	7	0	0	8	13	0	0	0	0	0	0	0
28:7970831-8011371:-	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28:7995539-8011371:-	9	7	9	16	0	22	9	0	16	16	15	0	16	0	0	0	0	7
28:8000803-8002419:-	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
28:8000803-8011371:-	0	0	0	0	0	8	0	0	0	15	0	0	0	0	0	0	0	0
28:8218857-8240316:-	13	0	6	0	0	12	24	8	9	19	8	0	0	0	0	12	0	0
28:8229700-8240316:-	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0
28:8385967-8399981:-	0	0	0	0	0	8	0	0	0	0	8	0	0	6	0	0	0	0
28:8447805-8470954:-	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
28:8464014-8470954:-	6	0	0	0	6	0	7	0	0	0	0	0	0	0	6	0	9	0
28:8485731-8495623:-	0	6	0	7	0	0	0	0	0	0	14	0	0	0	0	0	0	0
28:8716753-8724926:-	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6
28:8747235-8753556:-	7	0	6	0	0	0	13	0	11	8	0	0	6	12	8	9	0	9
28:8875698-8879425:+	0	0	0	0	0	0	6	0	0	7	0	0	0	0	0	0	0	0
28:9443758-9453314:+	6	0	6	0	0	6	0	9	7	0	0	0	7	6	13	6	7	14
28:9461025-9468846:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28:9461025-9494336:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
29:1016461-1035503:-	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
29:1018266-1039763:-	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
29:1021237-1038884:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
29:1021237-1039763:-	8	0	8	10	13	84	77	18	7	86	9	21	14	7	10	13	13	15
29:1032387-1039763:-	26	10	11	8	17	58	77	12	21	90	6	11	16	18	9	11	17	19
29:1033656-1039763:-	27	23	26	6	15	107	132	25	29	152	9	21	22	14	20	34	13	29
29:1036135-1039763:-	23	11	10	0	19	82	88	24	18	59	0	13	7	13	16	22	13	20
29:1038664-1039763:-	18	28	18	54	22	94	124	30	30	152	49	20	36	22	19	28	28	30
29:1064298-1070970:-	8	0	0	0	0	0	0	6	6	0	0	0	0	9	0	0	0	0
29:1098436-1107051:-	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
29:12398383-12407430:+	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
29:12400550-12407430:+	0	7	0	6	0	0	14	0	0	14	10	0	0	0	0	0	0	0
29:12418199-12448063:-	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
29:12418199-12468133:-	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:12418199-12468136:-	0	0	0	26	0	0	0	6	0	31	30	0	0	7	0	0	0	0
29:12423500-12443993:-	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:12423500-12448063:-	0	0	0	22	0	7	13	0	0	6	0	0	0	0	0	0	0	0
29:12423500-12468133:-	0	0	0	20	0	0	0	0	0	0	11	0	0	0	0	0	0	0
29:12423500-12468136:-	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:12431077-12468133:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:12435216-12468133:-	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:12435216-12468136:-	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
29:12439343-12468133:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
29:12443867-12457996:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
29:12447862-12468136:-	0	6	0	9	0	0	0	0	0	9	7	0	0	0	0	0	0	0
29:12453175-12468133:-	0	0	0	19	0	0	0	0	0	0	14	0	0	0	0	0	0	0
29:12453175-12468136:-	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
29:12786509-12801846:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:1709162-1726571:+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
29:17459349-17459948:+	0	0	0	0	0	16	10	0	0	0	0	0	0	6	0	0	0	0
29:17459349-17464524:+	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0
29:17459349-17471087:+	9	8	11	0	6	32	29	7	6	21	9	0	7	11	12	12	16	12
29:17562568-17576253:+	0	0	6	12	0	14	28	0	6	21	17	0	0	0	0	0	7	7
29:17568315-17576253:+	0	7	0	18	0	13	22	0	0	21	15	0	0	0	0	0	0	0
29:17736711-17737012:+	0	0	0	0	0	13	17	0	0	16	6	0	0	0	0	0	0	0
29:18115426-18124826:+	0	0	0	0	0	12	11	0	0	6	0	0	0	0	0	0	0	0
29:18115426-18127343:+	0	11	0	19	0	10	21	0	0	18	22	0	0	0	0	0	0	0
29:18271169-18284445:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
29:18302308-18309316:+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0
29:18605289-18623770:+	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
29:2070445-2070835:-	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
29:22113152-22148369:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
29:22113152-22183973:-	7	0	0	0	12	0	0	0	16	0	0	11	6	8	0	8	0	0
29:22121031-22148369:-	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:22121031-22183973:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:2448396-2448711:-	0	0	0	0	0	6	8	0	0	7	0	0	0	0	0	0	0	0
29:24486306-24499970:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
29:24486306-24523204:-	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
29:26363148-26367528:+	0	0	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0
29:26363148-26387579:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
29:28388144-28388486:-	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
29:28419743-28428901:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
29:28871265-28872889:+	0	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0
29:29021546-29026064:+	0	6	0	0	0	0	6	0	0	8	0	0	0	0	0	0	0	6
29:29261325-29265908:+	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:29354895-29386579:-	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
29:29599790-29604570:+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
29:29639039-29639527:+	0	0	0	0	6	6	6	7	0	8	0	0	0	0	0	7	0	0
29:32384950-32402206:-	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0
29:32397197-32402206:-	0	0	0	0	0	0	13	0	0	14	0	0	0	0	0	0	0	0
29:32435263-32449774:-	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
29:36162678-36167328:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:36296705-36297847:+	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
29:36428167-36429241:-	54	53	35	82	25	129	106	34	27	140	82	36	30	35	22	41	17	20
29:39863758-39865083:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:40219569-40219939:+	12	0	0	0	0	18	43	0	0	59	6	0	0	0	11	0	9	0
29:40362571-40370229:+	6	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0
29:40423431-40423768:-	0	0	0	0	0	10	16	0	0	13	0	0	0	0	0	0	0	0
29:41142143-41147973:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:41144336-41144958:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:41144336-41147973:-	0	9	0	33	0	0	0	0	0	0	27	0	0	0	0	0	0	0
29:41147213-41147973:-	0	11	0	29	0	0	0	0	0	0	29	0	0	0	0	0	0	0
29:41674668-41676437:+	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8	0	0	13
29:42016804-42022347:-	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
29:42016804-42031740:-	7	0	0	14	0	17	18	0	0	13	0	0	0	0	0	0	0	6
29:42031242-42031740:-	6	0	0	0	0	0	12	0	0	11	0	0	0	0	0	0	0	0
29:44670952-44671376:+	0	0	0	21	0	31	11	0	0	14	15	0	0	0	0	0	0	0
29:45155728-45156123:+	0	0	0	8	0	12	0	0	0	6	7	0	0	0	0	0	0	0
29:45677492-45699452:-	13	0	8	0	9	21	41	8	18	17	0	7	21	13	20	13	8	13
29:45682379-45699452:-	0	0	0	6	0	0	7	0	0	6	0	0	0	0	0	0	0	0
29:45689465-45699452:-	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0
29:45848310-45857137:+	20	0	9	0	13	15	12	10	10	10	0	13	15	9	13	13	0	15
29:45855747-45857137:+	0	0	7	0	0	22	24	9	7	38	0	7	7	0	6	7	0	8
29:46022692-46043046:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
29:46144765-46152201:-	0	6	0	24	0	0	0	0	0	0	17	0	0	0	0	0	0	0
29:46193673-46196186:-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:46203692-46206780:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
29:46270521-46273681:+	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0
29:47526232-47527007:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
29:47718129-47719948:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
29:48660434-48665690:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
29:50178015-50181536:+	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
29:5054492-5058587:+	0	0	0	0	0	0	6	0	0	15	0	0	0	0	0	0	0	0
29:5899712-5925603:-	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
29:5911863-5925603:-	0	0	0	0	0	19	22	0	0	24	0	0	0	0	0	0	0	0
29:5925509-5949045:-	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
29:5929814-5949045:-	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0
29:5931237-5954955:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
29:9283353-9285565:-	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
29:9284055-9291108:-	8	0	0	0	0	0	9	0	0	8	0	0	0	0	0	0	0	0
29:9552574-9559788:+	11	0	0	0	10	7	21	15	14	15	0	8	8	7	7	0	20	6
29:9552574-9567248:+	88	0	48	6	49	30	70	54	62	52	10	45	43	57	82	62	50	65
29:9552574-9575564:+	78	0	18	0	17	20	19	48	45	0	0	13	15	28	55	43	27	41
29:9552574-9577718:+	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
29:9552574-9583408:+	18	0	8	0	8	6	15	20	15	0	0	7	7	12	19	13	11	11
29:9552574-9585950:+	6	0	0	0	7	13	13	8	6	0	0	0	0	6	11	11	0	6
29:9552574-9605079:+	102	0	35	0	36	8	19	50	45	8	0	45	36	42	48	40	26	35
29:9559685-9577718:+	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7
29:9581081-9605079:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
29:9582874-9605079:+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29:9596586-9605079:+	19	0	8	0	7	0	11	9	8	13	6	7	7	8	7	11	15	9
2:103399905-103404665:-	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	7	0	0
2:104146279-104158272:+	0	0	0	0	0	7	6	0	0	10	0	0	8	0	0	0	0	0
2:104146279-104183791:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
2:104439758-104445245:+	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:105986193-105987537:-	0	0	0	0	7	0	0	0	16	0	0	0	0	0	0	0	7	0
2:106472935-106479778:-	15	30	19	67	20	38	35	22	22	51	36	21	14	27	11	14	17	25
2:106495763-106527571:-	0	0	0	0	0	7	12	0	0	0	0	0	0	0	0	7	0	0
2:106516020-106527571:-	0	0	0	7	0	8	25	0	0	0	0	0	0	0	0	0	0	0
2:10663157-10697348:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:106639286-106642680:+	0	0	0	0	0	16	19	0	0	13	8	0	0	0	0	0	0	0
2:106652340-106653679:+	0	7	0	18	0	7	8	0	0	9	8	0	0	0	0	0	0	0
2:10695250-10697348:-	0	37	0	29	0	0	8	0	0	0	35	0	0	0	0	0	0	0
2:107099586-107109468:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
2:1086600-1099222:-	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0
2:1095737-1100891:-	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
2:1107433-1141535:-	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
2:110771769-110801831:-	0	0	0	0	0	9	11	0	0	0	0	0	0	0	0	0	0	0
2:110856286-110857234:+	8	0	9	0	9	0	0	0	15	0	0	6	0	6	17	7	18	15
2:111090893-111092340:+	17	19	13	10	16	124	143	14	22	151	29	12	17	22	13	16	21	10
2:111093191-111096376:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2:111099030-111104173:+	0	0	0	0	0	0	8	0	0	11	0	0	0	0	0	0	0	0
2:1117226-1130698:-	0	18	7	7	8	39	0	0	10	45	14	0	0	9	0	8	0	8
2:112024860-112041650:-	7	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	8	9
2:112107443-112118322:-	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	0
2:112610015-112613355:-	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0
2:112610015-112621155:-	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2:112925746-112932851:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
2:115459643-115467215:+	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
2:115653070-115683110:+	0	0	0	0	0	7	0	0	0	7	6	0	0	0	0	0	0	0
2:116009071-116017747:+	0	0	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	0
2:116117465-116121237:-	0	7	0	24	0	0	0	0	0	0	9	0	0	0	0	0	0	0
2:117855335-117857202:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
2:117877287-117883917:-	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0
2:117883780-117886641:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:118249770-118252277:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
2:119681526-119682342:+	0	0	0	18	0	18	14	0	14	11	17	0	8	0	0	0	0	0
2:119681526-119697793:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:119774064-119776242:+	0	0	0	12	0	12	29	0	7	13	6	0	0	9	7	0	0	9
2:120839667-120843339:-	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
2:120841656-120843339:-	0	15	0	24	0	0	7	0	0	19	11	0	0	0	0	0	0	0
2:121265698-121266234:-	0	0	0	0	0	13	37	0	6	10	0	0	6	0	7	0	0	0
2:122308808-122338681:-	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6
2:122594916-122612512:+	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
2:122594916-122621105:+	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
2:122607113-122612512:+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
2:1237383-1249197:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
2:124508202-124524455:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
2:124508202-124527323:-	0	0	0	0	0	0	0	0	6	0	10	0	0	8	0	0	0	0
2:124770947-124772823:-	0	0	0	6	0	0	8	0	0	0	0	0	0	0	0	0	0	0
2:125317085-125339879:+	0	0	0	10	0	0	0	0	0	0	0	7	0	0	0	0	0	13
2:125336866-125339879:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
2:126448966-126452456:-	38	6	24	0	20	0	13	24	27	6	0	19	26	32	19	35	59	18
2:126849190-126849712:-	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:127105654-127107259:+	0	0	0	14	0	0	0	0	0	6	12	0	0	0	0	0	0	0
2:127249765-127250419:-	0	13	0	0	0	30	36	0	0	32	7	0	0	0	0	0	0	0
2:127555488-127559784:-	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
2:127585285-127594961:-	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
2:128503827-128527235:+	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:128503827-128546174:+	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:129069324-129076715:+	0	0	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0
2:129502580-129507559:+	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
2:129504996-129507559:+	0	12	0	16	0	33	25	0	0	26	18	0	7	0	0	7	0	0
2:129793767-129804019:-	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
2:129793767-129825312:-	0	0	0	0	0	8	6	0	0	15	0	0	0	0	0	0	0	0
2:129796935-129804019:-	8	22	6	29	0	23	47	0	0	31	16	0	0	0	0	10	11	0
2:129796935-129825312:-	0	0	0	0	6	0	6	0	0	12	0	0	0	0	0	0	0	0
2:130739802-130754601:-	0	0	0	6	0	6	14	0	0	10	0	0	0	0	0	0	0	0
2:131385883-131401039:+	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0
2:131864049-131865622:+	0	0	0	12	0	18	22	0	0	18	0	0	0	0	0	0	0	0
2:131868604-131882094:+	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
2:131923970-131925197:+	0	0	0	13	0	0	0	0	0	0	6	0	0	0	0	0	0	0
2:132811629-132823456:-	0	0	0	6	0	0	7	0	0	8	7	0	0	0	0	0	0	0
2:133268022-133306448:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
2:133322942-133335984:+	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
2:13448652-13454723:-	0	0	0	0	0	6	16	0	0	9	0	0	0	0	0	0	0	0
2:135815879-135818785:+	9	0	8	0	9	20	22	12	11	21	0	8	17	10	13	0	6	7
2:135815879-135830409:+	0	0	0	6	0	8	13	0	6	11	0	0	9	0	11	0	0	0
2:13601928-13603458:+	0	0	7	9	0	10	10	0	0	21	6	0	0	0	0	0	8	0
2:14362774-14363870:+	0	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0
